Supplier, Amount, Component, Price, Link
Aliexpress, 2x10, push button, $7.19, https://nl.aliexpress.com/item/1005005656413828.html?spm=a2g0o.cart.0.0.500761d7F5FOfs&mp=1&pdp_npi=6%40dis%21USD%21USD%203.91%21USD%203.91%21%21USD%203.91%21%21%21%40211b6c1917752286987061135eabe9%2112000051667437641%21ct%21NL%21-1%21%211%210%21&gatewayAdapt=glo2nld
